,,Unpolarized Performance of 490 nm Longpass Dichroic Mirror,,,,,,,
,,2175,59.84053612,39.54725411,,,,,
,,2176,59.90906715,39.44954611,,,,,
,,2177,59.9733696,39.35221468,,,,,
,,2178,60.00552369,39.25157857,,,,,
,,2179,60.08089638,39.14838439,,,,,
,,2180,60.11357308,39.0343198,,,,,
,,2181,60.183424,38.92974198,,,,,
,,2182,60.23481751,38.84233238,,,,,
,,2183,60.24311257,38.70995666,,,,,
,,2184,60.31088829,38.60901262,,,,,
,,2185,60.30066109,38.46977468,,,,,
,,2186,60.37383271,38.37767903,,,,,
,,2187,60.33845139,38.21807361,,,,,
,,2188,60.39437676,38.12641681,,,,,
,,2189,60.38962937,37.9768912,,,,,
,,2190,60.39446259,37.85180332,,,,,
,,2191,60.37959671,37.7125903,,,,,
,,2192,60.36298943,37.57705815,,,,,
,,2193,60.34790612,37.43254846,,,,,
,,2194,60.3203373,37.30042216,,,,,
,,2195,60.2993126,37.15176248,,,,,
,,2196,60.25583267,37.00250058,,,,,
,,2197,60.20372391,36.83864876,,,,,
,,2198,60.17052651,36.69726992,,,,,
,,2199,60.15052795,36.55151593,,,,,
,,2200,60.10124397,36.38638424,,,,,
,,2201,60.08638954,36.24499509,,,,,
,,2202,60.03241348,36.07061326,,,,,
,,2203,60.0605793,35.92893453,,,,,
,,2204,60.03713036,35.78659707,,,,,
,,2205,60.05378914,35.63895937,,,,,
,,2206,60.04983712,35.47380512,,,,,
,,2207,60.08422089,35.33743589,,,,,
,,2208,60.13066292,35.20567686,,,,,
,,2209,60.20316887,35.05906359,,,,,
,,2210,60.26502991,34.92184294,,,,,
,,2211,60.35505104,34.79408855,,,,,
,,2212,60.42477799,34.65379426,,,,,
,,2213,60.56403732,34.52938879,,,,,
,,2214,60.66092491,34.40160743,,,,,
,,2215,60.79522896,34.27549366,,,,,
,,2216,60.93839455,34.15871503,,,,,
,,2217,61.06938744,34.03512942,,,,,
,,2218,61.23686028,33.92515913,,,,,
,,2219,61.39049721,33.80594102,,,,,
,,2220,61.56272889,33.69517676,,,,,
,,2221,61.73329353,33.58640218,,,,,
,,2222,61.89146996,33.46441894,,,,,
,,2223,62.05978394,33.34613538,,,,,
,,2224,62.22180748,33.23300837,,,,,
,,2225,62.39443207,33.11328978,,,,,
,,2226,62.57305908,32.99428808,,,,,
,,2227,62.73869706,32.88989762,,,,,
,,2228,62.88937951,32.76413154,,,,,
,,2229,63.05957985,32.65484956,,,,,
,,2230,63.2276783,32.5304412,,,,,
,,2231,63.38423729,32.39797592,,,,,
,,2232,63.54350281,32.2842468,,,,,
,,2233,63.69457055,32.16976118,,,,,
,,2234,63.8353653,32.0418817,,,,,
,,2235,63.9935379,31.9177064,,,,,
,,2236,64.12571335,31.80452417,,,,,
,,2237,64.27042389,31.66702374,,,,,
,,2238,64.42007447,31.54220407,,,,,
,,2239,64.55612564,31.42235515,,,,,
,,2240,64.71508408,31.30280501,,,,,
,,2241,64.84301758,31.17069733,,,,,
,,2242,64.98724366,31.05917233,,,,,
,,2243,65.13834191,30.93398367,,,,,
,,2244,65.28522301,30.80835006,,,,,
,,2245,65.42387962,30.6806229,,,,,
,,2246,65.57201577,30.56261485,,,,,
,,2247,65.71805382,30.4419569,,,,,
,,2248,65.87582398,30.31934637,,,,,
,,2249,66.00314522,30.2014121,,,,,
,,2250,66.15693474,30.07943072,,,,,
,,2251,66.32068253,29.95125965,,,,,
,,2252,66.46964073,29.83882647,,,,,
,,2253,66.61138344,29.71297025,,,,,
,,2254,66.77669144,29.59801695,,,,,
,,2255,66.93681336,29.48922202,,,,,
,,2256,67.10784913,29.36788917,,,,,
,,2257,67.26224328,29.255464,,,,,
,,2258,67.42573166,29.14433402,,,,,
,,2259,67.58630371,29.03486407,,,,,
,,2260,67.73803902,28.91283777,,,,,
,,2261,67.91753578,28.81042795,,,,,
,,2262,68.08532143,28.69462206,,,,,
,,2263,68.2591362,28.57934131,,,,,
,,2264,68.4181366,28.47209287,,,,,
,,2265,68.5914135,28.36344973,,,,,
,,2266,68.75701523,28.2585356,,,,,
,,2267,68.92340088,28.14753488,,,,,
,,2268,69.08423042,28.04147149,,,,,
,,2269,69.25372124,27.92783395,,,,,
,,2270,69.40535546,27.82498291,,,,,
,,2271,69.58704949,27.7225718,,,,,
,,2272,69.74924088,27.62596579,,,,,
,,2273,69.89968491,27.51207,,,,,
,,2274,70.05173684,27.40598577,,,,,
,,2275,70.21693421,27.30578314,,,,,
,,2276,70.37854767,27.20232078,,,,,
,,2277,70.5484581,27.11196449,,,,,
,,2278,70.68028641,27.01200323,,,,,
,,2279,70.82673454,26.91426383,,,,,
,,2280,70.97933769,26.81461636,,,,,
,,2281,71.12050629,26.72225662,,,,,
,,2282,71.27450371,26.61833051,,,,,
,,2283,71.40867233,26.53856441,,,,,
,,2284,71.5409832,26.43753834,,,,,
,,2285,71.69607163,26.35224629,,,,,
,,2286,71.80966759,26.26572518,,,,,
,,2287,71.93734741,26.17596088,,,,,
,,2288,72.06665421,26.07886193,,,,,
,,2289,72.20826722,25.98995381,,,,,
,,2290,72.33819771,25.92392842,,,,,
,,2291,72.45211411,25.82927025,,,,,
,,2292,72.58241844,25.74263231,,,,,
,,2293,72.7116642,25.66283767,,,,,
,,2294,72.83489228,25.58687058,,,,,
,,2295,72.9612236,25.49803666,,,,,
,,2296,73.05920792,25.42887998,,,,,
,,2297,73.18564988,25.32457266,,,,,
,,2298,73.29273796,25.24845898,,,,,
,,2299,73.41006661,25.18779998,,,,,
,,2300,73.50545121,25.08902534,,,,,
,,2301,73.61907387,25.01634908,,,,,
,,2302,73.71176911,24.93502595,,,,,
,,2303,73.8255558,24.87534779,,,,,
,,2304,73.94007111,24.80695646,,,,,
,,2305,74.02660752,24.73031964,,,,,
,,2306,74.11860085,24.6616492,,,,,
,,2307,74.23384857,24.58657656,,,,,
,,2308,74.33589363,24.53520105,,,,,
,,2309,74.42641068,24.45626681,,,,,
,,2310,74.50271988,24.38951058,,,,,
,,2311,74.60937882,24.33252085,,,,,
,,2312,74.68601418,24.25700116,,,,,
,,2313,74.77103425,24.21408188,,,,,
,,2314,74.8504982,24.13156654,,,,,
,,2315,74.94774819,24.07410166,,,,,
,,2316,75.01817894,24.01822545,,,,,
,,2317,75.10251808,23.96019755,,,,,
,,2318,75.20018959,23.91186191,,,,,
,,2319,75.24457932,23.84803581,,,,,
,,2320,75.32663727,23.78977476,,,,,
,,2321,75.41143036,23.73185705,,,,,
,,2322,75.5007248,23.70251399,,,,,
,,2323,75.51499367,23.61364181,,,,,
,,2324,75.59014321,23.58055806,,,,,
,,2325,75.61582184,23.53617627,,,,,
,,2326,75.73891068,23.48319266,,,,,
,,2327,75.79288674,23.46150671,,,,,
,,2328,75.83648873,23.38784202,,,,,
,,2329,75.93975449,23.35123656,,,,,
,,2330,75.95050431,23.30451533,,,,,
,,2331,76.0289917,23.26869364,,,,,
,,2332,76.0904789,23.23322882,,,,,
,,2333,76.12560272,23.1962051,,,,,
,,2334,76.16667939,23.15197505,,,,,
,,2335,76.25323868,23.12831979,,,,,
,,2336,76.26223183,23.07384879,,,,,
,,2337,76.31299973,23.03809781,,,,,
,,2338,76.36142731,23.01172558,,,,,
,,2339,76.40019989,22.98638879,,,,,
,,2340,76.44628334,22.95333305,,,,,
,,2341,76.48879051,22.91348705,,,,,
,,2342,76.52302933,22.88639991,,,,,
,,2343,76.54700089,22.85701376,,,,,
,,2344,76.58763695,22.83729382,,,,,
,,2345,76.61887932,22.81102699,,,,,
,,2346,76.65124894,22.77730407,,,,,
,,2347,76.67671967,22.75138879,,,,,
,,2348,76.69149018,22.72478981,,,,,
,,2349,76.72967721,22.70719005,,,,,
,,2350,76.75845719,22.68700239,,,,,
,,2351,76.77147675,22.66864269,,,,,
,,2352,76.81811333,22.65039761,,,,,
,,2353,76.83273316,22.64038025,,,,,
,,2354,76.85426712,22.6280504,,,,,
,,2355,76.8727665,22.59251018,,,,,
,,2356,76.89651299,22.605571,,,,,
,,2357,76.90319634,22.57703271,,,,,
,,2358,76.92072487,22.57858832,,,,,
,,2359,76.95944214,22.57247977,,,,,
,,2360,76.96509552,22.56351295,,,,,
,,2361,76.96089554,22.54761965,,,,,
,,2362,77.0084858,22.54188951,,,,,
,,2363,76.99897194,22.51556372,,,,,
,,2364,77.00182152,22.51393029,,,,,
,,2365,77.03983307,22.51922364,,,,,
,,2366,77.03824044,22.50135056,,,,,
,,2367,77.05002975,22.50157173,,,,,
,,2368,77.03890801,22.47795356,,,,,
,,2369,77.05297852,22.48427852,,,,,
,,2370,77.06555176,22.48326974,,,,,
,,2371,77.06752396,22.47710638,,,,,
,,2372,77.05139542,22.46458956,,,,,
,,2373,77.05841828,22.48461989,,,,,
,,2374,77.05743027,22.488051,,,,,
,,2375,77.06272125,22.48750641,,,,,
,,2376,77.03201676,22.46668085,,,,,
,,2377,77.03785706,22.48159897,,,,,
,,2378,77.03634262,22.48821805,,,,,
,,2379,77.04684449,22.48651783,,,,,
,,2380,77.04513931,22.48050166,,,,,
,,2381,77.03760148,22.48764891,,,,,
,,2382,77.03735352,22.49159067,,,,,
,,2383,77.02210236,22.48878752,,,,,
,,2384,77.01921463,22.51316169,,,,,
,,2385,77.0153656,22.50772819,,,,,
,,2386,77.0019989,22.50441198,,,,,
,,2387,77.00789261,22.51581233,,,,,
,,2388,76.99415589,22.51420775,,,,,
,,2389,76.98969269,22.5298046,,,,,
,,2390,76.95775032,22.53573964,,,,,
,,2391,76.94122696,22.53935585,,,,,
,,2392,76.93014336,22.53227485,,,,,
,,2393,76.93104363,22.55476839,,,,,
,,2394,76.89306069,22.55479028,,,,,
,,2395,76.88508034,22.56650258,,,,,
,,2396,76.87058449,22.57276886,,,,,
,,2397,76.85665131,22.58137357,,,,,
,,2398,76.84075165,22.58570165,,,,,
,,2399,76.81933975,22.58612259,,,,,
,,2400,76.78788567,22.60457186,,,,,
,,2401,76.78730965,22.60667765,,,,,
,,2402,76.76494789,22.63390693,,,,,
,,2403,76.73629379,22.61527853,,,,,
,,2404,76.71549607,22.63666599,,,,,
,,2405,76.69165802,22.63367508,,,,,
,,2406,76.69635773,22.6530659,,,,,
,,2407,76.68008995,22.66866938,,,,,
,,2408,76.63828278,22.67740541,,,,,
,,2409,76.6306839,22.68242081,,,,,
,,2410,76.61781883,22.68720293,,,,,
,,2411,76.57134819,22.68394295,,,,,
,,2412,76.55375099,22.70618443,,,,,
,,2413,76.54535484,22.70821548,,,,,
,,2414,76.50875092,22.70550096,,,,,
,,2415,76.50002098,22.70628077,,,,,
,,2416,76.47667313,22.70921184,,,,,
,,2417,76.44402695,22.73932325,,,,,
,,2418,76.40179253,22.73078714,,,,,
,,2419,76.39497948,22.72381734,,,,,
,,2420,76.37719918,22.74765649,,,,,
,,2421,76.36317444,22.73863716,,,,,
,,2422,76.32134819,22.76882726,,,,,
,,2423,76.29410935,22.75965666,,,,,
,,2424,76.3136673,22.78303945,,,,,
,,2425,76.2625618,22.77847928,,,,,
,,2426,76.22678376,22.78337898,,,,,
,,2427,76.21382332,22.77911675,,,,,
,,2428,76.20884895,22.79822142,,,,,
,,2429,76.186512,22.79774535,,,,,
,,2430,76.16978836,22.8091927,,,,,
,,2431,76.14774895,22.80359234,,,,,
,,2432,76.13331795,22.81925406,,,,,
,,2433,76.09556199,22.81049884,,,,,
,,2434,76.0803051,22.83287892,,,,,
,,2435,76.06350327,22.82214099,,,,,
,,2436,76.04068375,22.82611427,,,,,
,,2437,76.00727272,22.82517888,,,,,
,,2438,75.9998684,22.82191222,,,,,
,,2439,75.98470497,22.82498025,,,,,
,,2440,75.97315979,22.84276045,,,,,
,,2441,75.9580288,22.82408366,,,,,
,,2442,75.91672134,22.83141633,,,,,
,,2443,75.90404129,22.82242673,,,,,
,,2444,75.8766861,22.83909925,,,,,
,,2445,75.8931408,22.82440471,,,,,
,,2446,75.85285378,22.8341195,,,,,
,,2447,75.84052277,22.83141414,,,,,
,,2448,75.82624054,22.82350349,,,,,
,,2449,75.78232384,22.82312053,,,,,
,,2450,75.78896904,22.82870064,,,,,
,,2451,75.76008225,22.8180491,,,,,
,,2452,75.74184609,22.82121712,,,,,
,,2453,75.74887276,22.83331651,,,,,
,,2454,75.72881699,22.81815442,,,,,
,,2455,75.7015152,22.80782692,,,,,
,,2456,75.6979351,22.80241126,,,,,
,,2457,75.6806469,22.80528838,,,,,
,,2458,75.66927338,22.79931752,,,,,
,,2459,75.66553688,22.79671792,,,,,
,,2460,75.67449952,22.79443031,,,,,
,,2461,75.65414047,22.77922874,,,,,
,,2462,75.63746453,22.76937199,,,,,
,,2463,75.63376618,22.76847405,,,,,
,,2464,75.61413765,22.74993145,,,,,
,,2465,75.61704636,22.74593695,,,,,
,,2466,75.60186005,22.73735037,,,,,
,,2467,75.59583092,22.72850837,,,,,
,,2468,75.58000756,22.7075998,,,,,
,,2469,75.56796074,22.69341294,,,,,
,,2470,75.58473969,22.69269875,,,,,
,,2471,75.54942131,22.67272151,,,,,
,,2472,75.54071236,22.65897524,,,,,
,,2473,75.53589821,22.65051357,,,,,
,,2474,75.51090622,22.64820553,,,,,
,,2475,75.48946,22.61059963,,,,,
,,2476,75.50363922,22.6017747,,,,,
,,2477,75.49326325,22.60126064,,,,,
,,2478,75.48498535,22.56986436,,,,,
,,2479,75.4832573,22.56862267,,,,,
,,2480,75.47493935,22.54829604,,,,,
,,2481,75.46503067,22.52156907,,,,,
,,2482,75.44877815,22.50371504,,,,,
,,2483,75.45124054,22.48397411,,,,,
,,2484,75.44654847,22.46321774,,,,,
,,2485,75.4198227,22.44504886,,,,,
,,2486,75.41148758,22.43118382,,,,,
,,2487,75.42747117,22.40597537,,,,,
,,2488,75.38560486,22.37714847,,,,,
,,2489,75.38471413,22.34693537,,,,,
,,2490,75.39169693,22.32453912,,,,,
,,2491,75.36063194,22.30072495,,,,,
,,2492,75.38401986,22.2812836,,,,,
,,2493,75.366848,22.24992979,,,,,
,,2494,75.35294724,22.22763085,,,,,
,,2495,75.33414841,22.18206499,,,,,
,,2496,75.3230896,22.17272559,,,,,
,,2497,75.30940247,22.13646477,,,,,
,,2498,75.32743454,22.10998987,,,,,
,,2499,75.30169297,22.08238086,,,,,
,,2500,75.30800438,22.07964694,,,,,
